Metric ID,Group,Metrics Category,Metric,Definition / Description,Formula,Numerator,Denominator,Application v2,Application,Analysis,Analysis Subtype,A[i]gent,Commentary / Interpretation,Data Source - Object,Data Source - Field,Data Store - Object,Data Store - Field,Time Rule,Transformation/ Import Logic,Tags,Notes
15.08,Recruiting & Staffing,Outcome & Impact,On-Time Talent Delivery Factor (days per accepted offer),"Average number of days that hired employee start dates differ from requisition need-by dates. | Average deviation in days between need-by date and offer acceptance date; negative = early, positive = late.",Total Days Deviation from Need-By Date / Offers.Accepted | avg( offer_accepted_dt - need_by_dt ),Total Days Deviation from Need-By Date | Sum of (accepted_dt - need_by_dt),Offers accepted,,Staffing timeliness  measurement,,,,"A result of -2,5 for On-Time Delivery Factor indicates that, on average, hires start two and a half days prior to their need-by dates. A result of 4.0 indicates that, on average, hires start four days after their need-by dates.",ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring",Report distribution (p50/p75/p90). A value >0 indicates late delivery.
15.12,Recruiting & Staffing,Outcome & Impact,New Hire Failure Factor (90-day),Terminations of low-tenure employees as a percentage of total hires during the reporting period. | Share of external hires who exit within 90 days of start.,(Terminations.Short Tenure / External Hires) * 100 | count( terminations_short_tenure ) / count( external_hires ),Terminations.Short Tenure | Terminations within 90 days,External hires,Measure alignment between the organization’s value proposition and employee preferences to optimize offer design.,staffing effectiveness. ,,,,,ATS — Candidate Pipeline,,,,Event Date Within Period,COUNT distinct candidate_id; exclude withdrawn/duplicate; stage-based aggregation where applicable,"recruiting, pipeline, hiring","Define 'short tenure' window explicitly (e.g., ≤90 days). As an alternative to viewing termination rates within various tenure levels, New Hire Tenure instead compares ""short tenure"" terminations to the number of external hires made within the period."
3.05,Compenstion & Benefits,Cost Efficiency,Stock Equity Incentive Value Per Employee,The average value of equity incentives granted or earned per eligible employee.,Equity Incentive Value / Average Headcount.Equity Incentive Eligible,Equity Incentive Value,Average Headcount.Equity Incentive Eligible,"Measures the average equity compensation value allocated per eligible employee to evaluate ownership intensity, capital allocation strategy, and long-term incentive design.",,Rewards Strategy,Allocation strategy (design),,"Equity Incentive Value per Employee indicates the value of stock incentives granted to or earned by each eligible employee over the course of the period, using Black-Scholes or other valuation techniques. Stock incentives may include stock options, restricted stock, stock appreciation rights, performance shares, or other compensation related to equity. A value of $10,000 indicates that on average those eligible for an equity incentive received incentives valued at $10,000.",Equity Admin — Grants Ledger,Grant Fair Value | Grant Date | Employee ID | Eligibility Flag,Compensation Fact Table,Equity_Grant_Value | Eligible_Headcount | Reporting_Period,Period-Based (Grant Date within reporting period),"Sum Equity_Grant_Value for period | Filter where Eligibility = True | Calculate Average Eligible Headcount over period | Divide total grant value by average eligible headcount | Important: If using fair value estimates (Black-Scholes), document that assumption.","compensation, equity, long_term_incentive, ownership, reward_strategy, capital_allocation","Capital Allocation Question: Are we allocating equity capital efficiently across the workforce? Incentive Strategy Question Is our equity strategy aligned with our retention and performance goals? Talent Attraction Question: Is our equity value competitive enough to attract high-impact talent? Risk & Dilution Question: Are we over-concentrating equity and increasing long-term dilution risk? Internal Equity Question: Are certain levels, roles, or functions disproportionately receiving equity? | Fair value may vary based on valuation method. Private vs public company valuation logic should be documented."
3.02,Compenstion & Benefits,Operational Performance,Stock Incentive Eligibility Rate (%of Workforce),The percentage of employees eligible to receive stock-based incentives.,(End of Period Headcount.Stock Incentive Eligible / End of Period Headcount) *100,End of Period Headcount.Stock Incentive Eligible,End of Period Headcount,,,,,,A value of 30 indicates that 30% of employees are eligible to receive stock-based incentives.,Equity Admin — Grants Ledger,,,,End-of-Period Snapshot,SUM value; divide by eligible headcount where applicable,"compensation, rewards",
3.06,Compenstion & Benefits,Operational Performance,Stock Options Average Per Employee (#Amount),The average number of stock options granted per eligible employee during the period.,(Stock Options.Granted / Average Headcount.Stock Option Eligible) * 100,#Stock Options.Granted,#Average Headcount.Stock Option Eligible,,,,,,"A result of 30 means that employees eligible to receive stock options received 30 options, on average, during the period.",Equity Admin — Grants Ledger,,,,End-of-Period Snapshot,SUM value; divide by eligible headcount where applicable,"compensation, rewards",
3.03,Compenstion & Benefits,Outcome & Impact,Stock Options Exercised Per Employee (#Amount),Average number of stock options exercised per option-eligible employee.,Stock Options.Exercised / End of Period Headcount.Stock Option Eligible,Stock Options.Exercised,End of Period Headcount.Stock Option Eligible,"Measures the average equity compensation value allocated per eligible employee to evaluate ownership intensity, capital allocation strategy, and long-term incentive design.",,Rewards Effectiveness,Option Exercise Behavior,,A value of 100 indicates that on average eligible employees exercised 100 stock options during the reporting period.,Equity Admin — Transactions Ledger,"Options_Exercised_Count, Exercise_Date, Employee_ID, Eligibility_Status",Compensation Fact Table,"Options_Exercised, Eligible_Headcount, Reporting_Period",Exercise Date within reporting period,Count total Options_Exercised during period | Calculate Eligible Headcount at end of period | Divide exercised count by eligible headcount,"compensation, equity, utilization, reward_effectiveness, retention_signal, liquidity_behavior",• Does offering equity actually create realized value? • Is equity functioning as a meaningful retention lever? • Are employees extracting value or leaving it unexercised? • Are we over-designing a reward that employees don’t meaningfully use
7.02,HR Service Delivery,Operational Performance,Self-Service Penetration Rate,HR transactions conducted via self-service as a percentage of the total number of HR transactions.,(HR Transactions Conducted via Self-Service / Number of HR Transactions) *100,HR Transactions Conducted via Self-Service,Number of HR Transactions,,,,,,,Finance — Cost Centers,,,,Event Date Within Period,COUNT distinct ticket_id; filter closed status where applicable; calculate resolution time where relevant,"hr_operations, service_delivery, sla, case_management",
7.08,HR Service Delivery,Cost Efficiency,HR Technology Expense Rate,HR technology expense as a percentage of total organization technology expense.,(HR Expense.Technology / Technology Expense) * 100,HR Expense.Technology,Technology Expense,,,,,, A result of 10% means that HR technology expenses make up 10% of total technology expenses.,Finance — Cost Centers,,,,Event Date Within Period,,"hr_operations, service_delivery, sla, case_management",
7.11,HR Service Delivery,Cost Efficiency,HR Operating Expense Rate,HR expense as a percentage of all operating expenses.,HR Expense / Operating Expense * 100,HR Expense,Operating Expense,,,,,,"HR Operating Expense Rate measures the percentage of total operating expenses that are attributed to the HR function. This measure indicates the organization’s relative investment in the HR function as compared with other operating activities. A result of 2%, for example, means that HR expenses represent 2% of the organization’s total operating expenses.",Finance — Cost Centers,,,,Event Date Within Period,,"hr_operations, service_delivery, sla, case_management",
7.12,HR Service Delivery,Cost Efficiency,HR Expense Per FTE,HR expense per full-time equivalent employee.,HR Expense / FTE,HR Expense,#FTE,,,,,,"HR Expense per FTE measures the expenses associated with operating the HR function (including outsourcing costs) relative to the size of the workforce and indicates the relative investment in the HR function by the organization. A result of $3,000 means that HR expenses equate to $3,000 per full-time equivalent employee.",Finance — Cost Centers,,,,Event Date Within Period,,"hr_operations, service_delivery, sla, case_management",
7.13,HR Service Delivery,Cost Efficiency,HR Expense Breakdown by Type,Distribution of HR expense by expense type.,HR Expense.[Expense Type] / HR Expense * 100,HR Expense.[Expense Type],HR Expense,,,,,,"Graphically, the data are presented as a percentage of total HR expenses, i.e., a stacked bar graph. Included in this metric are expenses from those functions that have an identifiable organizational connection to the Human Resources department. The expense types that constitute HR operating expenses would include: Compensation and Benefits of HR Staff, Training Investment for HR Employees, Facilities and Overhead, Travel Expenses, Technology, Outsourcing, Consultancy, Agency Costs",Finance — Cost Centers,,,,Event Date Within Period,COUNT distinct ticket_id; filter closed status where applicable; calculate resolution time where relevant,"hr_operations, service_delivery, sla, case_management",
7.14,HR Service Delivery,Cost Efficiency,HR Expense Breakdown by Fuction,Distribution of HR expense by HR function.,HR Expense.[HR Function] / HR Expense * 100,HR Expense.[HR Function],HR Expense,,,,,,"Graphically, the data are presented as a percentage of total HR expenses, i.e., a stacked bar graph. Included in this metric are expenses from those functions that have an identifiable organizational connection to the Human Resources department. Expenses might include staff compensation and benefits, travel, technology, training, and other operating costs. HR functions may be considered in terms of “core” and “noncore.”  Core HR functions, those that typically fall into HR’’s area of responsibility, include: Compensation and Benefits, Staffing/Recruiting, Learning and Development, Generalists/Line Support, Industrial and Employee Relations, HR Policy, Strategy, and Organization Development, HR Function Management and Administration | Noncore functions, those that frequently report through other organizational areas, include: Payroll, Diversity, performance management, HR information management, occupational health and safety",Finance — Cost Centers,,,,Event Date Within Period,COUNT distinct ticket_id; filter closed status where applicable; calculate resolution time where relevant,"hr_operations, service_delivery, sla, case_management",
7.16,HR Service Delivery,Operational Performance,HR Staffing Coverage Ratio,Number of total organization employees per HR full-time equivalent employee.,Average Headcount / HR FTE,Average Headcount,HR FTE,,,,,,Number of total organization employees per HR full-time equivalent employee.,HRIS – Attendance Ledger,,,,Event Date Within Period,COUNT distinct ticket_id; filter closed status where applicable; calculate resolution time where relevant,"hr_operations, service_delivery, sla, case_management",
7.17,HR Service Delivery,Operational Performance,HR Staffing Breakdown,Percentage breakdown of HR employees by HR functional area.,(HR End of Period Headcount.[Function] / HR End of Period Headcount) * 100,HR End of Period Headcount.[Function],HR End of Period Headcount,,,,,,"HR Staffing Breakdown provides the percentages of the Human Resources workforce within each HR function, such as recruitment, compensation and benefits, learning and development, payroll, generalist/line support, etc. HR function is based on the work the employee supports, which may or may not correspond precisely to organizational units. Graphically, the data are presented as a percentage of the total HR workforce, i.e., a stacked bar graph.",HRIS — Employee Snapshot,,,,Event Date Within Period,COUNT distinct ticket_id; filter closed status where applicable; calculate resolution time where relevant,"hr_operations, service_delivery, sla, case_management",
12.02,Performance Management,Operational Performance,Self Review Rate (%of Workforce),Percentage of employees whose performance is appraised using a self-review.,(End of Period Headcount.Self Reviews / End of Period Headcount.Eligible for Self Review) * 100,End of Period Headcount Self Reviews,End of Period Headcount.Eligible for Self Review,,Measurement of compliance to the Performance Appraisal process.,,,," For example, a result of 70% means that 70% of the employees eligible to complete a self review actually completed one.",HRIS – Perfromance Management,,,,End-of-Period Snapshot,AVG rating; filter completed reviews,performance,
12.03,Performance Management,Operational Performance,Performance Contingent Pay Prevalence (%of Workforce),Percentage of employees whose total compensation is at least in part dependent on individual performance.,(End of Period Headcount.Performance Contingent Compensation / End of Period Headcount) * 100,End of Period Headcount.Performance Contingent Compensation,End of Period Headcount.,,Measurement of the penetration of performance-based pay.,,,,Performance contingent pay can be wage or bonus compensation that is dependent on individual performance.,HRIS – Perfromance Management,,,,End-of-Period Snapshot,AVG rating; filter completed reviews,performance,
12.04,Performance Management,Cost Efficiency,Performance-Based Pay Differential,Ratio of the direct compensation (cash compensation) of high performers to the direct compensation of non-high performers., Average Direct Compensation.High Performers / Average Direct Compensation.Non-High Performers,Average Direct Compensation.High Performers,Average Direct Compensation.Non-High Performers,,Measuring the pay differential by performance.,,,,"Performance-Based Pay Differential answers the question, “How much more do high performers earn than others?” It does so by comparing the direct compensation, including wages, bonus, and other cash compensation, of high performers to that of non-high performers. A result of 1.5 indicates that high performers earn $1.50 of direct compensation for every $1.00 earned by non–high performers.",HRIS – Perfromance Management,,,,End-of-Period Snapshot,AVG rating; filter completed reviews,performance,
12.05,Performance Management,Outcome & Impact,Performance Rating Distribution,Distribution of performance appraisal occurrences by appraisal rating.,(Performance Appraisal Occurrences.[Rating] / Performance Appraisal Occurrences) * 100,Performance Appraisal Occurrences.[Rating],Performance Appraisal Occurrences.,,Measurement of the Performance Rating Distribution. Useful for comparing one employee segment to another.,,,,"Performance Rating Distribution provides the percentages of performance appraisal occurrences that result in various ratings. Graphically, the data are presented as a percentage of Performance Appraisal Participants, i.e., a stacked bar graph.",HRIS – Perfromance Management,,,,End-of-Period Snapshot,AVG rating; filter completed reviews,performance,
12.06,Performance Management,Operational Performance,Performance Appraisal Particiation Rate,Percentage of eligible employees who have received a performance appraisal during the reporting period.,(End of Period Headcount.Appraisal Eligible.Performance Appraisal / End of Period Headcount.Appraisal Eligible) * 100,End of Period Headcount.Appraisal Eligible.Performance Appraisal,End of Period Headcount.Appraisal Eligible.,,Measurement of compliance to the Performance Appraisal process.,,,,"For example, a result of 80% means that 80% of eligible employees actually received an appraisal during the period.",HRIS – Perfromance Management,,,,End-of-Period Snapshot,AVG rating; filter completed reviews,performance,
12.07,Performance Management,Operational Performance,Peer Review Rate,Employees whose performance is appraised in part through peer reviews as a percentage of eligible employees.,(End of Period Headcount.Peer Review / End of Period Headcount. Eligible for Peer Review) * 100,End of Period Headcount. Peer Review,End of Period Headcount. Eligible for Peer Review,,Measurement of compliance with the performance appraisal process.,,,,"For example, a result of 70% means that 70% of the employees eligible to receive a peer review actually received one. Results will tend to vary based on whether the practice is considered to be a mandatory component of the performance review process or a voluntary practice that may be instituted by individual managers. High results for this measure indicate that there are high compliance or adoption rates for the peer review practice.",HRIS – Perfromance Management,,,,End-of-Period Snapshot,AVG rating; filter completed reviews,performance,
12.08,Performance Management,Outcome & Impact,High Performer Growth Rate,Percentage of performance appraisal participants whose rating improved to a “high” rating from a previous rating that was less than “high.”,(Performance Appraisal Participants.Rating High / Performance Appraisal Participants.Previous Rating Non-High) * 100,Performance Appraisal Participants.Rating High,Performance Appraisal Participants.Previous Rating Non-High,,"Measurement of Performance Appraisal Upgrades for purposes determining the effectiveness of the performance appraisal system, identifying managers able to effect high levels of employee performance improvement, and/or successful employee development efforts.",,,,,HRIS – Perfromance Management,,,,End-of-Period Snapshot,AVG rating; filter completed reviews,performance,
12.09,Performance Management,Outcome & Impact,Employee Upgrade Rate,Percentage of performance appraisal participants receiving a higher rate than the previous rating.,(Performance Appraisal Participants.Rating Increase / Performance Appraisal Participants) * 100,Performance Appraisal Participants.Rating Increase,Performance Appraisal Participants,,Measurement of Performance Appraisal Upgrades for purposes determining the effectiveness of the performance appraisal system and/or employee development efforts.,,,,"For example, a result of 15% means that 15% of employees received a higher rating in the current period than in their previous appraisal. When performance is accurately assessed and ratings are accurately applied, this measure can offer an indication of whether employees are improving their performance and where pockets of improved performance can be found. Management may also find it useful to monitor rating increases because of their effects on bonus or other compensation plans, or any other programs linked to performance ratings.",HRIS – Perfromance Management,,,,End-of-Period Snapshot,AVG rating; filter completed reviews,performance,
12.10,Performance Management,Outcome & Impact,Employee Turnaround Rate,Percentage of employees receiving a poor performance rating at their preceding review whose rating increased during the period.,(Performance Appraisal Participants.Previous Rating Low.Rating Increase / Performance Appraisal Participants.Previous Rating Low) * 100,Performance Appraisal Participants.Previous Rating Low.Rating Increase,Performance Appraisal Participants.Previous Rating Low,,Measurement of the organizations ability to improve poor performance using the performance appraisal system and/or specific employee development initiatives.,,,,"For example, a result of 20% indicates that 20% of employees who were low-rated at their previous review received a non-low rating at their most recent review. Assuming performance ratings are judged and applied accurately, this measure provides an indication of the improvement an organization is able to effect in low performers. Turnarounds may be attributed to changes employees make in their own performance, changes driven by managerial focus and coaching, changes driven by training, or a combination of these.",HRIS – Perfromance Management,,,,End-of-Period Snapshot,AVG rating; filter completed reviews,performance,
4.02,Learning & Development,Outcome & Impact,Staffing Rate - High Potential (% of Workforce),Percentage of the workforce designated as high potential.,(End of Period Headcount.High Potential / End of Period Headcount) * 100,End of Period Headcount.High Potential,End of Period Headcount,,,,,,,HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
4.04,Learning & Development,Outcome & Impact,Educational Attainment Breakdown ,"Distribution of headcount by employees’ educational attainment, e.g., high school, university, advanced degree, etc.",(End of Period Headcount.[Degree Level] / End of Period Headcount) * 100,End of Period Headcount.[Degree Level],End of Period Headcount,,Workforce characteristics - education level,,,,"Educational Attainment Breakdown depicts the percentages of the workforce that have reached various educational levels. Graphically, these data are presented as a percentage of the total workforce, i.e., a stacked bar graph. The measure provides information about the percentage of the workforce that has achieved a particular level of degree, as well as the overall distribution of educational attainment throughout the workforce.",HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
4.05,Learning & Development,Operational Performance,Development Program Penetration Rate,Percentage of eligible employees participating in development programs.,(Development Program Participants / End of Period Headcount.Eligible for Development Programs) * 100,#Development Program Participants,E#nd of Period Headcount.Eligible for Development Programs,,Development Program Participation %,,Employee Satisfaction: Engagement,,"Such programs may relate to developing supervisory skills, acquiring multifunctional skills through rotations, participating in mentoring or networking, or other developmental activities. This measure provides an organization with a report of how extensively the eligible workforce participates in such programs.",HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
9.06,Learning & Development,Operational Performance,LDP - Leadership Dev Plan Prevalence Rate,Percentage of managers with Leadership Development Plans in place.,(End of Period Headcount.Manager.LDP / End of Period Headcount.Manager) *100,End of Period Headcount.Manager.LDP,End of Period Headcount.Manager,,,,,,"LDPs might contain planned or recommended steps for a leader related to executive coaching, training courses, supervisory experience, experience in new functions or business lines, mentoring, and other key developmental areas. The plan is targeted toward the leadership competencies or personal skills that have been identified as in need of improvement or generally beneficial to all leaders.",HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
16.01,Learning & Development,Cost Efficiency,Training Total Compensation Expense Rate,Training expense as a percentage of total compensation expense.,(Training Expense / Total Compensation Expense) * 100,Training Expense,Total Compensation Expense,,,,,,,HRIS – Training,,,,Event Date Within Period,COUNT completions; AVG hours per employee,"learning, development",
